Areaname,STCOU,area
"Douglas, NE",31055,330.98
"Dundy, NE",31057,919.86
"Fillmore, NE",31059,576.46
"Franklin, NE",31061,575.92
"Frontier, NE",31063,974.55
"Furnas, NE",31065,718.09
"Gage, NE",31067,855.29
"Garden, NE",31069,1704.4
"Garfield, NE",31071,570.03
"Gosper, NE",31073,458.18
"Grant, NE",31075,776.22
"Greeley, NE",31077,569.85
"Hall, NE",31079,546.4
"Hamilton, NE",31081,543.68
"Harlan, NE",31083,552.78
"Hayes, NE",31085,713.11
"Hitchcock, NE",31087,710.03
"Holt, NE",31089,2412.66
"Hooker, NE",31091,721.17
"Howard, NE",31093,569.47
"Jefferson, NE",31095,573.01
"Johnson, NE",31097,376.13
"Kearney, NE",31099,516.03
"Keith, NE",31101,1061.26
"Keya Paha, NE",31103,773.29
"Kimball, NE",31105,951.72
"Knox, NE",31107,1108.12
"Lancaster, NE",31109,838.88
"Lincoln, NE",31111,2563.98
"Logan, NE",31113,570.68
"Loup, NE",31115,569.71
"McPherson, NE",31117,858.98
"Madison, NE",31119,572.57
"Merrick, NE",31121,484.88
"Morrill, NE",31123,1423.75
"Nance, NE",31125,441.32
"Nemaha, NE",31127,409.3
"Nuckolls, NE",31129,575.3
"Otoe, NE",31131,615.69
"Pawnee, NE",31133,431.57
"Perkins, NE",31135,883.18
"Phelps, NE",31137,539.97
"Pierce, NE",31139,573.93
"Platte, NE",31141,678.07
"Polk, NE",31143,438.84
"Red Willow, NE",31145,716.65
"Richardson, NE",31147,553.26
"Rock, NE",31149,1008.46
"Saline, NE",31151,575.34
"Sarpy, NE",31153,240.52
"Saunders, NE",31155,753.9
"Scotts Bluff, NE",31157,739.27
"Seward, NE",31159,574.75
"Sheridan, NE",31161,2441.04
"Sherman, NE",31163,565.84
"Sioux, NE",31165,2066.59
"Stanton, NE",31167,429.83
"Thayer, NE",31169,574.55
"Thomas, NE",31171,712.86
"Thurston, NE",31173,393.81
"Valley, NE",31175,568.11
"Washington, NE",31177,390.49
"Wayne, NE",31179,443.43
"Webster, NE",31181,574.89
"Wheeler, NE",31183,575.17
"York, NE",31185,575.66
NEVADA,32000,109825.99
"Churchill, NV",32001,4929.08
"Clark, NV",32003,7910.34
"Douglas, NV",32005,709.85
"Elko, NV",32007,17179.03
"Esmeralda, NV",32009,3588.5
"Eureka, NV",32011,4175.68
"Humboldt, NV",32013,9647.91
"Lander, NV",32015,5493.63
"Lincoln, NV",32017,10633.61
"Lyon, NV",32019,1993.69
"Mineral, NV",32021,3756.4
"Nye, NV",32023,18146.66
"Pershing, NV",32027,6036.56
"Storey, NV",32029,263.45
"Washoe, NV",32031,6342.27
"White Pine, NV",32033,8875.98
"Carson City city, NV",32510,143.35
NEW HAMPSHIRE,33000,8968.1
"Belknap, NH",33001,401.29
"Carroll, NH",33003,933.8
"Cheshire, NH",33005,707.4
"Coos, NH",33007,1800.39
"Grafton, NH",33009,1713.33
"Hillsborough, NH",33011,876.36
"Merrimack, NH",33013,934.43
"Rockingham, NH",33015,694.96
"Strafford, NH",33017,368.76
"Sullivan, NH",33019,537.38
NEW JERSEY,34000,7417.34
"Atlantic, NJ",34001,561.07
"Bergen, NJ",34003,234.17
"Burlington, NJ",34005,804.57
"Camden, NJ",34007,222.3
"Cape May, NJ",34009,255.19
"Cumberland, NJ",34011,489.3
"Essex, NJ",34013,126.27
"Gloucester, NJ",34015,324.72
"Hudson, NJ",34017,46.69
"Hunterdon, NJ",34019,429.94
"Mercer, NJ",34021,225.93
"Middlesex, NJ",34023,309.72
"Monmouth, NJ",34025,471.94
"Morris, NJ",34027,468.99
"Ocean, NJ",34029,636.28
"Passaic, NJ",34031,185.29
"Salem, NJ",34033,337.88
"Somerset, NJ",34035,304.69
"Sussex, NJ",34037,521.26
"Union, NJ",34039,103.29
"Warren, NJ",34041,357.87
NEW MEXICO,35000,121355.53
"Bernalillo, NM",35001,1166.03
"Catron, NM",35003,6927.81
"Chaves, NM",35005,6070.86
"Cibola, NM",35006,4539.21
"Colfax, NM",35007,3756.79
"Curry, NM",35009,1405.95
"De Baca, NM",35011,2324.87
"Dona Ana, NM",35013,3807.18
"Eddy, NM",35015,4182.02
"Grant, NM",35017,3965.88
"Guadalupe, NM",35019,3030.37
"Harding, NM",35021,2125.34
"Hidalgo, NM",35023,3445.63
"Lea, NM",35025,4392.96
"Lincoln, NM",35027,4830.97
"Los Alamos, NM",35028,109.35
"Luna, NM",35029,2965.09
"McKinley, NM",35031,5448.72
"Mora, NM",35033,1931.1
"Otero, NM",35035,6626.5
"Quay, NM",35037,2874.93
"Rio Arriba, NM",35039,5857.63
"Roosevelt, NM",35041,2448.5
"Sandoval, NM",35043,3709.34
"San Juan, NM",35045,5514.02
"San Miguel, NM",35047,4717.04
"Santa Fe, NM",35049,1909.19
"Sierra, NM",35051,4180.23
"Socorro, NM",35053,6646.4
"Taos, NM",35055,2203.17
"Torrance, NM",35057,3344.81
"Union, NM",35059,3830
"Valencia, NM",35061,1067.63
NEW YORK,36000,47213.79
"Albany, NY",36001,523.45
"Allegany, NY",36003,1030.22
"Bronx, NY",36005,42.03
"Broome, NY",36007,706.82
"Cattaraugus, NY",36009,1309.85
"Cayuga, NY",36011,693.18
"Chautauqua, NY",36013,1062.05
"Chemung, NY",36015,408.17
"Chenango, NY",36017,894.36
"Clinton, NY",36019,1038.95
"Columbia, NY",36021,635.73
"Cortland, NY",36023,499.65
"Delaware, NY",36025,1446.37
"Dutchess, NY",36027,801.59
"Erie, NY",36029,1044.21
"Essex, NY",36031,1796.8
"Franklin, NY",36033,1631.49
"Fulton, NY",36035,496.17
"Genesee, NY",36037,494.11
"Greene, NY",36039,647.75
"Hamilton, NY",36041,1720.39
"Herkimer, NY",36043,1411.25
"Jefferson, NY",36045,1272.2
"Kings, NY",36047,70.61
"Lewis, NY",36049,1275.42
"Livingston, NY",36051,632.13
"Madison, NY",36053,655.86
"Monroe, NY",36055,659.29
"Montgomery, NY",36057,404.82
"Nassau, NY",36059,286.69
"New York, NY",36061,22.96
"Niagara, NY",36063,522.95
"Oneida, NY",36065,1212.7
"Onondaga, NY",36067,780.29
"Ontario, NY",36069,644.38
"Orange, NY",36071,816.34
"Orleans, NY",36073,391.4
"Oswego, NY",36075,953.3
"Otsego, NY",36077,1002.8
"Putnam, NY",36079,231.28
"Queens, NY",36081,109.24
"Rensselaer, NY",36083,653.96
"Richmond, NY",36085,58.48
"Rockland, NY",36087,174.22
"St. Lawrence, NY",36089,2685.6
"Saratoga, NY",36091,811.84
"Schenectady, NY",36093,206.1
"Schoharie, NY",36095,622.02
"Schuyler, NY",36097,328.71
"Seneca, NY",36099,324.91
"Steuben, NY",36101,1392.64
"Suffolk, NY",36103,912.2
"Sullivan, NY",36105,969.71
"Tioga, NY",36107,518.69
"Tompkins, NY",36109,476.05
"Ulster, NY",36111,1126.48
"Warren, NY",36113,869.29
"Washington, NY",36115,835.44
"Wayne, NY",36117,604.21
"Westchester, NY",36119,432.82
"Wyoming, NY",36121,592.91
"Yates, NY",36123,338.24
NORTH CAROLINA,37000,48710.88
"Alamance, NC",37001,429.99
"Alexander, NC",37003,260.18
"Alleghany, NC",37005,234.65
"Anson, NC",37007,531.57
"Ashe, NC",37009,426.13
"Avery, NC",37011,247
"Beaufort, NC",37013,827.97
"Bertie, NC",37015,699.19
"Bladen, NC",37017,874.94
"Brunswick, NC",37019,854.79
"Buncombe, NC",37021,655.99
"Burke, NC",37023,506.72
"Cabarrus, NC",37025,364.39
"Caldwell, NC",37027,471.6
"Camden, NC",37029,240.68
"Carteret, NC",37031,519.84
"Caswell, NC",37033,424.67
"Catawba, NC",37035,399.97
"Chatham, NC",37037,682.85
"Cherokee, NC",37039,455.19
"Chowan, NC",37041,172.64
"Clay, NC",37043,214.7
"Cleveland, NC",37045,464.63
"Columbus, NC",37047,936.8
"Craven, NC",37049,708.43
"Cumberland, NC",37051,652.72
"Currituck, NC",37053,261.7
"Dare, NC",37055,383.58
"Davidson, NC",37057,552.15
"Davie, NC",37059,265.18
"Duplin, NC",37061,817.73
"Durham, NC",37063,290.32
"Edgecombe, NC",37065,505.03
"Forsyth, NC",37067,409.6
"Franklin, NC",37069,492.02
"Gaston, NC",37071,356.21
"Gates, NC",37073,340.61
"Graham, NC",37075,292.07
"Granville, NC",37077,531.12
"Greene, NC",37079,265.4
"Guilford, NC",37081,649.42
"Halifax, NC",37083,725.36
"Harnett, NC",37085,595.01
"Haywood, NC",37087,553.66
"Henderson, NC",37089,374
"Hertford, NC",37091,353.26
"Hoke, NC",37093,391.21
"Hyde, NC",37095,612.8
"Iredell, NC",37097,575.57
"Jackson, NC",37099,490.71
"Johnston, NC",37101,791.85
"Jones, NC",37103,471.88
"Lee, NC",37105,257.26
"Lenoir, NC",37107,399.85
"Lincoln, NC",37109,298.79
"McDowell, NC",37111,441.68
"Macon, NC",37113,516.47
"Madison, NC",37115,449.42
"Martin, NC",37117,461.17
"Mecklenburg, NC",37119,526.28
"Mitchell, NC",37121,221.43
"Montgomery, NC",37123,491.6
"Moore, NC",37125,697.74
"Nash, NC",37127,540.27
"New Hanover, NC",37129,198.93
"Northampton, NC",37131,536.48
"Onslow, NC",37133,766.82
"Orange, NC",37135,399.84
"Pamlico, NC",37137,336.94
"Pasquotank, NC",37139,226.88
"Pender, NC",37141,870.67
"Perquimans, NC",37143,247.17
"Person, NC",37145,392.31
"Pitt, NC",37147,651.58
"Polk, NC",37149,237.85
"Randolph, NC",37151,787.36
"Richmond, NC",37153,473.98
"Robeson, NC",37155,948.84
"Rockingham, NC",37157,566.44
"Rowan, NC",37159,511.31
"Rutherford, NC",37161,564.12
"Sampson, NC",37163,945.45
"Scotland, NC",37165,319.14
"Stanly, NC",37167,395.06
"Stokes, NC",37169,451.84
"Surry, NC",37171,536.52
"Swain, NC",37173,528.1
"Transylvania, NC",37175,378.39
"Tyrrell, NC",37177,389.91
"Union, NC",37179,637.37
"Vance, NC",37181,253.52
"Wake, NC",37183,831.92
"Warren, NC",37185,428.7
"Washington, NC",37187,348.46
"Watauga, NC",37189,312.51
"Wayne, NC",37191,552.57
"Wilkes, NC",37193,757.19
"Wilson, NC",37195,371.09
"Yadkin, NC",37197,335.55
"Yancey, NC",37199,312.45
NORTH DAKOTA,38000,68975.93
"Adams, ND",38001,987.91
"Barnes, ND",38003,1491.65
"Benson, ND",38005,1380.6
"Billings, ND",38007,1151.41
"Bottineau, ND",38009,1668.59
"Bowman, ND",38011,1162.05
"Burke, ND",38013,1103.53
"Burleigh, ND",38015,1633.09
"Cass, ND",38017,1765.23
"Cavalier, ND",38019,1488.46
"Dickey, ND",38021,1131
"Divide, ND",38023,1259.53
"Dunn, ND",38025,2009.6
"Eddy, ND",38027,630.12
"Emmons, ND",38029,1509.88
"Foster, ND",38031,635.2
"Golden Valley, ND",38033,1001.99
"Grand Forks, ND",38035,1437.81
"Grant, ND",38037,1659.46
"Griggs, ND",38039,708.5
"Hettinger, ND",38041,1132.25
"Kidder, ND",38043,1350.79
"LaMoure, ND",38045,1147.18
"Logan, ND",38047,992.64
"McHenry, ND",38049,1874.09
"McIntosh, ND",38051,975.19
"McKenzie, ND",38053,2742.02
"McLean, ND",38055,2109.95
"Mercer, ND",38057,1045.49
"Morton, ND",38059,1926.27
"Mountrail, ND",38061,1823.93
"Nelson, ND",38063,981.62
"Oliver, ND",38065,723.52
"Pembina, ND",38067,1118.75
"Pierce, ND",38069,1017.82
"Ramsey, ND",38071,1184.85
"Ransom, ND",38073,862.75
"Renville, ND",38075,874.77
"Richland, ND",38077,1436.71
"Rolette, ND",38079,902.45
"Sargent, ND",38081,858.75
"Sheridan, ND",38083,971.75
"Sioux, ND",38085,1094.12
"Slope, ND",38087,1217.94
"Stark, ND",38089,1338.16
"Steele, ND",38091,712.36
"Stutsman, ND",38093,2221.4
"Towner, ND",38095,1024.55
"Traill, ND",38097,861.89
"Walsh, ND",38099,1281.74
"Ward, ND",38101,2012.88
"Wells, ND",38103,1271.28
"Williams, ND",38105,2070.46
OHIO,39000,40948.38
"Adams, OH",39001,583.91
"Allen, OH",39003,404.43
"Ashland, OH",39005,424.37
"Ashtabula, OH",39007,702.44
"Athens, OH",39009,506.76
"Auglaize, OH",39011,401.25
"Belmont, OH",39013,537.35
"Brown, OH",39015,491.76
"Butler, OH",39017,467.27
"Carroll, OH",39019,394.67
"Champaign, OH",39021,428.56
"Clark, OH",39023,399.86
"Clermont, OH",39025,451.99
"Clinton, OH",39027,410.88
"Columbiana, OH",39029,532.46
"Coshocton, OH",39031,564.07
"Crawford, OH",39033,402.11
"Cuyahoga, OH",39035,458.49
"Darke, OH",39037,599.8
"Defiance, OH",39039,411.16
"Delaware, OH",39041,442.41
"Erie, OH",39043,254.88
"Fairfield, OH",39045,505.11
"Fayette, OH",39047,406.58
"Franklin, OH",39049,539.87
"Fulton, OH",39051,406.78
"Gallia, OH",39053,468.78
"Geauga, OH",39055,403.66
"Greene, OH",39057,414.88
"Guernsey, OH",39059,521.9
"Hamilton, OH",39061,407.36
"Hancock, OH",39063,531.35
"Hardin, OH",39065,470.29
"Harrison, OH",39067,403.53
"Henry, OH",39069,416.5
"Highland, OH",39071,553.28
"Hocking, OH",39073,422.75
"Holmes, OH",39075,422.99
"Huron, OH",39077,492.69
"Jackson, OH",39079,420.28
"Jefferson, OH",39081,409.61
"Knox, OH",39083,527.12
"Lake, OH",39085,228.21
"Lawrence, OH",39087,454.96
"Licking, OH",39089,686.5
"Logan, OH",39091,458.44
"Lorain, OH",39093,492.5
"Lucas, OH",39095,340.46
"Madison, OH",39097,465.44
"Mahoning, OH",39099,415.25
"Marion, OH",39101,403.84
"Medina, OH",39103,421.55
"Meigs, OH",39105,429.42
"Mercer, OH",39107,463.27
"Miami, OH",39109,407.04
"Monroe, OH",39111,455.54
"Montgomery, OH",39113,461.68
"Morgan, OH",39115,417.66
"Morrow, OH",39117,406.22
"Muskingum, OH",39119,664.63
"Noble, OH",39121,399
"Ottawa, OH",39123,254.95
"Paulding, OH",39125,416.26
"Perry, OH",39127,409.78
"Pickaway, OH",39129,501.91
"Pike, OH",39131,441.49
"Portage, OH",39133,492.39
"Preble, OH",39135,424.8
"Putnam, OH",39137,483.87
"Richland, OH",39139,496.88
"Ross, OH",39141,688.41
"Sandusky, OH",39143,409.18
"Scioto, OH",39145,612.27
"Seneca, OH",39147,550.59
"Shelby, OH",39149,409.27
"Stark, OH",39151,576.14
"Summit, OH",39153,412.72
"Trumbull, OH",39155,616.48
"Tuscarawas, OH",39157,567.58
"Union, OH",39159,436.65
"Van Wert, OH",39161,410.09
"Vinton, OH",39163,414.08
"Warren, OH",39165,399.63
"Washington, OH",39167,635.15
"Wayne, OH",39169,555.36
"Williams, OH",39171,421.74
"Wood, OH",39173,617.32
"Wyandot, OH",39175,405.61
OKLAHOMA,40000,68667.06
"Adair, OK",40001,575.67
"Alfalfa, OK",40003,866.65
"Atoka, OK",40005,978.29
"Beaver, OK",40007,1814.36
"Beckham, OK",40009,901.83
"Blaine, OK",40011,928.43
"Bryan, OK",40013,908.8
"Caddo, OK",40015,1278.33
"Canadian, OK",40017,899.71
"Carter, OK",40019,823.79
"Cherokee, OK",40021,751.04
"Choctaw, OK",40023,773.93
"Cimarron, OK",40025,1835.04
"Cleveland, OK",40027,536.11
"Coal, OK",40029,518.22
"Comanche, OK",40031,1069.35
"Cotton, OK",40033,636.64
"Craig, OK",40035,761.03
"Creek, OK",40037,955.53
"Custer, OK",40039,986.51
"Delaware, OK",40041,740.65
"Dewey, OK",40043,1000.13
"Ellis, OK",40045,1229.14
"Garfield, OK",40047,1058.39
"Garvin, OK",40049,807.49
"Grady, OK",40051,1100.96
"Grant, OK",40053,1000.56
"Greer, OK",40055,639.36
"Harmon, OK",40057,537.82
"Harper, OK",40059,1039
"Haskell, OK",40061,577.03
"Hughes, OK",40063,806.73
"Jackson, OK",40065,802.68
"Jefferson, OK",40067,758.75
"Johnston, OK",40069,644.5
"Kay, OK",40071,918.7
"Kingfisher, OK",40073,903
"Kiowa, OK",40075,1014.56
"Latimer, OK",40077,722.17
"Le Flore, OK",40079,1585.82
"Lincoln, OK",40081,957.74
"Logan, OK",40083,744.45
"Love, OK",40085,515.38
"McClain, OK",40087,569.67
"McCurtain, OK",40089,1852.26
"McIntosh, OK",40091,620.01
"Major, OK",40093,956.76
"Marshall, OK",40095,371.11
"Mayes, OK",40097,656.14
"Murray, OK",40099,418.25
"Muskogee, OK",40101,813.85
"Noble, OK",40103,731.9
"Nowata, OK",40105,564.95
"Okfuskee, OK",40107,624.76
"Oklahoma, OK",40109,709.09
"Okmulgee, OK",40111,696.97
"Osage, OK",40113,2250.8
"Ottawa, OK",40115,471.32
"Pawnee, OK",40117,569.44
"Payne, OK",40119,686.34
"Pittsburg, OK",40121,1305.94
"Pontotoc, OK",40123,719.64
"Pottawatomie, OK",40125,787.7
"Pushmataha, OK",40127,1397.31
"Roger Mills, OK",40129,1141.87
"Rogers, OK",40131,674.95
"Seminole, OK",40133,632.51
"Sequoyah, OK",40135,673.82
"Stephens, OK",40137,874.04
"Texas, OK",40139,2037.16
"Tillman, OK",40141,871.97
"Tulsa, OK",40143,570.3
"Wagoner, OK",40145,562.91
"Washington, OK",40147,416.82
"Washita, OK",40149,1003.35
"Woods, OK",40151,1286.57
"Woodward, OK",40153,1242.3
OREGON,41000,95996.79
"Baker, OR",41001,3068.12
"Benton, OR",41003,676.46
"Clackamas, OR",41005,1868.17
"Clatsop, OR",41007,827.23
"Columbia, OR",41009,656.72
"Coos, OR",41011,1600.48
"Crook, OR",41013,2979.38
"Curry, OR",41015,1627.38
"Deschutes, OR",41017,3018.15
"Douglas, OR",41019,5036.62
"Gilliam, OR",41021,1204.07
"Grant, OR",41023,4528.6
"Harney, OR",41025,10134.33
"Hood River, OR",41027,522.35
"Jackson, OR",41029,2785.19
"Jefferson, OR",41031,1780.78
"Josephine, OR",41033,1639.59
"Klamath, OR",41035,5944.19
"Lake, OR",41037,8135.75
"Lane, OR",41039,4554
"Lincoln, OR",41041,979.57
"Linn, OR",41043,2292.18
"Malheur, OR",41045,9887.09
"Marion, OR",41047,1183.95
"Morrow, OR",41049,2032.38
"Multnomah, OR",41051,435.23
"Polk, OR",41053,741.03
"Sherman, OR",41055,823.21
"Tillamook, OR",41057,1102.15
"Umatilla, OR",41059,3215.26
"Union, OR",41061,2036.55
"Wallowa, OR",41063,3145.34
"Wasco, OR",41065,2381.05
"Washington, OR",41067,723.75
"Wheeler, OR",41069,1714.92
"Yamhill, OR",41071,715.56
PENNSYLVANIA,42000,44816.61
"Adams, PA",42001,520.01
"Allegheny, PA",42003,730.17
"Armstrong, PA",42005,653.93
"Beaver, PA",42007,434.21
"Bedford, PA",42009,1014.51
"Berks, PA",42011,858.88
"Blair, PA",42013,525.8
"Bradford, PA",42015,1150.67
"Bucks, PA",42017,607.38
"Butler, PA",42019,788.53
"Cambria, PA",42021,688.02
"Cameron, PA",42023,397.16
"Carbon, PA",42025,381.04
"Centre, PA",42027,1107.53
"Chester, PA",42029,755.97
"Clarion, PA",42031,602.44
"Clearfield, PA",42033,1147.32
"Clinton, PA",42035,890.87
"Columbia, PA",42037,485.55
"Crawford, PA",42039,1012.72
"Cumberland, PA",42041,550.17
"Dauphin, PA",42043,525.29
"Delaware, PA",42045,184.21
"Elk, PA",42047,828.65
"Erie, PA",42049,801.95
"Fayette, PA",42051,790.14
"Forest, PA",42053,428.12
"Franklin, PA",42055,771.92
"Fulton, PA",42057,437.57
"Greene, PA",42059,575.86
"Huntingdon, PA",42061,874.05
"Indiana, PA",42063,829.27
"Jefferson, PA",42065,655.48
"Juniata, PA",42067,391.59
"Lackawanna, PA",42069,458.63
"Lancaster, PA",42071,949.06
"Lawrence, PA",42073,360.46
"Lebanon, PA",42075,361.86
"Lehigh, PA",42077,346.66
"Luzerne, PA",42079,890.81
"Lycoming, PA",42081,1234.85
"McKean, PA",42083,981.57
"Mercer, PA",42085,671.82
"Mifflin, PA",42087,411.86
"Monroe, PA",42089,608.5
"Montgomery, PA",42091,483.12
"Montour, PA",42093,130.75
"Northampton, PA",42095,373.8
"Northumberland, PA",42097,459.91
"Perry, PA",42099,553.52
"Philadelphia, PA",42101,135.09
"Pike, PA",42103,546.81
"Potter, PA",42105,1081.17
"Schuylkill, PA",42107,778.36
"Snyder, PA",42109,331.2
"Somerset, PA",42111,1074.66
"Sullivan, PA",42113,449.94
"Susquehanna, PA",42115,822.86
"Tioga, PA",42117,1133.73
"Union, PA",42119,316.73
"Venango, PA",42121,675.04
"Warren, PA",42123,883.45
"Washington, PA",42125,857.09
"Wayne, PA",42127,729.22
"Westmoreland, PA",42129,1025.48
"Wyoming, PA",42131,397.2
"York, PA",42133,904.45
RHODE ISLAND,44000,1044.93
"Bristol, RI",44001,24.68
"Kent, RI",44003,170.17
"Newport, RI",44005,104.05
"Providence, RI",44007,413.27
"Washington, RI",44009,332.75
SOUTH CAROLINA,45000,30109.47
"Abbeville, SC",45001,508.03
"Aiken, SC",45003,1072.66
"Allendale, SC",45005,408.2
"Anderson, SC",45007,718.02
"Bamberg, SC",45009,393.25
"Barnwell, SC",45011,548.41
"Beaufort, SC",45013,586.86
"Berkeley, SC",45015,1097.72
"Calhoun, SC",45017,380.22
"Charleston, SC",45019,918.51
"Cherokee, SC",45021,392.69
"Chester, SC",45023,580.52
"Chesterfield, SC",45025,798.6
"Clarendon, SC",45027,607.21
"Colleton, SC",45029,1056.36
"Darlington, SC",45031,561.14
"Dillon, SC",45033,404.84
"Dorchester, SC",45035,574.73
"Edgefield, SC",45037,501.89
"Fairfield, SC",45039,686.59
"Florence, SC",45041,799.84
"Georgetown, SC",45043,814.83
"Greenville, SC",45045,790.08
"Greenwood, SC",45047,455.52
"Hampton, SC",45049,559.78
"Horry, SC",45051,1133.68
"Jasper, SC",45053,656.12
"Kershaw, SC",45055,726.26
"Lancaster, SC",45057,548.99
"Laurens, SC",45059,715.11
"Lee, SC",45061,410.3
"Lexington, SC",45063,699.25
"McCormick, SC",45065,359.56
"Marion, SC",45067,489.06
"Marlboro, SC",45069,479.71
"Newberry, SC",45071,630.77
"Oconee, SC",45073,625.41
"Orangeburg, SC",45075,1106.16
"Pickens, SC",45077,496.89
"Richland, SC",45079,756.41
"Saluda, SC",45081,452.48
"Spartanburg, SC",45083,810.93
"Sumter, SC",45085,665.41
"Union, SC",45087,514.12
"Williamsburg, SC",45089,933.9
"York, SC",45091,682.45
SOUTH DAKOTA,46000,75884.64
"Aurora, SD",46003,708.18
"Beadle, SD",46005,1258.7
"Bennett, SD",46007,1185.29
"Bon Homme, SD",46009,563.34
"Brookings, SD",46011,794.46
"Brown, SD",46013,1713.07
"Brule, SD",46015,818.96
"Buffalo, SD",46017,470.59
"Butte, SD",46019,2248.51
"Campbell, SD",46021,735.79
"Charles Mix, SD",46023,1097.57
"Clark, SD",46025,957.92
"Clay, SD",46027,411.6
"Codington, SD",46029,687.67
"Corson, SD",46031,2472.93
"Custer, SD",46033,1557.69
"Davison, SD",46035,435.44
"Day, SD",46037,1028.57
"Deuel, SD",46039,623.55
"Dewey, SD",46041,2302.64
"Douglas, SD",46043,433.53
"Edmunds, SD",46045,1145.58
"Fall River, SD",46047,1739.86
"Faulk, SD",46049,1000.14
"Grant, SD",46051,682.51
"Gregory, SD",46053,1015.93
"Haakon, SD",46055,1812.97
"Hamlin, SD",46057,506.86
"Hand, SD",46059,1436.58
"Hanson, SD",46061,434.76
"Harding, SD",46063,2670.5
"Hughes, SD",46065,740.92
"Hutchinson, SD",46067,812.82
"Hyde, SD",46069,860.97
"Jackson, SD",46071,1869.13
"Jerauld, SD",46073,529.91
"Jones, SD",46075,970.52
"Kingsbury, SD",46077,838.37
"Lake, SD",46079,563.23
"Lawrence, SD",46081,800.04
"Lincoln, SD",46083,578.09
"Lyman, SD",46085,1639.96
"McCook, SD",46087,574.52
"McPherson, SD",46089,1136.94
"Marshall, SD",46091,837.71
"Meade, SD",46093,3470.63
"Mellette, SD",46095,1306.49
"Miner, SD",46097,570.34
"Minnehaha, SD",46099,809.67
"Moody, SD",46101,519.67
"Pennington, SD",46103,2776.15
"Perkins, SD",46105,2871.62
"Potter, SD",46107,866.49
"Roberts, SD",46109,1101.28
"Sanborn, SD",46111,569.01
"Shannon, SD",46113,2093.88
"Spink, SD",46115,1503.87
"Stanley, SD",46117,1443.28
"Sully, SD",46119,1006.9
"Todd, SD",46121,1388.12
"Tripp, SD",46123,1613.52
"Turner, SD",46125,616.82
"Union, SD",46127,460.38
"Walworth, SD",46129,707.81
"Yankton, SD",46135,521.55
"Ziebach, SD",46137,1962.33
TENNESSEE,47000,41217.12
"Anderson, TN",47001,337.51
"Bedford, TN",47003,473.67
"Benton, TN",47005,394.84
"Bledsoe, TN",47007,406.32
"Blount, TN",47009,558.56
"Bradley, TN",47011,328.72
"Campbell, TN",47013,480.07
"Cannon, TN",47015,265.64
"Carroll, TN",47017,599.02
"Carter, TN",47019,341.05
"Cheatham, TN",47021,302.66
"Chester, TN",47023,288.52
"Claiborne, TN",47025,434.28
"Clay, TN",47027,236.11
"Cocke, TN",47029,434.4
"Coffee, TN",47031,428.84
"Crockett, TN",47033,265.27
"Cumberland, TN",47035,681.61
"Davidson, TN",47037,502.26
"Decatur, TN",47039,333.9
"DeKalb, TN",47041,304.57
"Dickson, TN",47043,489.87
"Dyer, TN",47045,510.5
"Fayette, TN",47047,704.5
"Fentress, TN",47049,498.64
"Franklin, TN",47051,554.52
"Gibson, TN",47053,602.67
"Giles, TN",47055,610.93
"Grainger, TN",47057,280.33
"Greene, TN",47059,621.69
"Grundy, TN",47061,360.56
"Hamblen, TN",47063,161.03
"Hamilton, TN",47065,542.44
"Hancock, TN",47067,222.29
"Hardeman, TN",47069,667.55
"Hardin, TN",47071,577.86
"Hawkins, TN",47073,486.66
"Haywood, TN",47075,533.2
"Henderson, TN",47077,520.02
"Henry, TN",47079,561.68
"Hickman, TN",47081,612.52
"Houston, TN",47083,200.21
"Humphreys, TN",47085,532.22
"Jackson, TN",47087,308.88
"Jefferson, TN",47089,273.81
"Johnson, TN",47091,298.47
"Knox, TN",47093,508.46
"Lake, TN",47095,163.42
"Lauderdale, TN",47097,470.45
"Lawrence, TN",47099,617.17
"Lewis, TN",47101,282.09
"Lincoln, TN",47103,570.23
"Loudon, TN",47105,228.88
"McMinn, TN",47107,430.28
"McNairy, TN",47109,560.04
"Macon, TN",47111,307.13
"Madison, TN",47113,557
"Marion, TN",47115,498.36
"Marshall, TN",47117,375.36
"Maury, TN",47119,612.86
"Meigs, TN",47121,194.86
"Monroe, TN",47123,634.91
"Montgomery, TN",47125,539.28
"Moore, TN",47127,129.18
"Morgan, TN",47129,522.04
"Obion, TN",47131,544.91
"Overton, TN",47133,433.38
"Perry, TN",47135,414.89
"Pickett, TN",47137,162.92
"Polk, TN",47139,435.05
"Putnam, TN",47141,401.05
"Rhea, TN",47143,315.94
"Roane, TN",47145,360.98
"Robertson, TN",47147,476.47
"Rutherford, TN",47149,618.91
"Scott, TN",47151,532.09
"Sequatchie, TN",47153,265.85
"Sevier, TN",47155,592.29
"Shelby, TN",47157,754.53
"Smith, TN",47159,314.41
"Stewart, TN",47161,458.48
"Sullivan, TN",47163,413.02
"Sumner, TN",47165,529.3
"Tipton, TN",47167,459.37
"Trousdale, TN",47169,114.24
"Unicoi, TN",47171,186.14
"Union, TN",47173,223.56
"Van Buren, TN",47175,273.46
"Warren, TN",47177,432.69
"Washington, TN",47179,326.31
"Wayne, TN",47181,733.96
"Weakley, TN",47183,580.19
"White, TN",47185,376.58
"Williamson, TN",47187,582.68
"Wilson, TN",47189,570.57
TEXAS,48000,261797.12
"Anderson, TX",48001,1070.79
